location,LOC,place,potential_locations,lon,lat,id,tweet,processed,triggers
"saboten japanese cutlet, Singapore",saboten japanese cutlet,"Central Region, Singapore",Saboten Japanese Cutlet ,103.838159,1.3013478,581431000000000000,the fresh smell of Ì»å_å¬ @ saboten japanese cutlet  https://instagram.com/p/0uydgwgs3d/Ì¢åÊ,the fresh smell of  saboten japanese cutlet https instagram comp0uydgwgs3d,fresh
"ion orchard, Singapore",ion orchard,"Central Region, Singapore",ION Orchard in ,103.8319701,1.3039937,579101000000000000,pine smell very overwhelming but very naise (@ ion orchard in singapore)  https://www.swarmapp.com/c/4z0zp0ppt9hÌ¢åÊ,pine smell very overwhelming but very naise  ion orchard in singapore https www swarmapp comc4z0zp0ppt9h,pine
"raffles hospital, Singapore",raffles hospital,"Central Region, Singapore",Raffles Hospital in ,103.8572692,1.3011904,576612000000000000,the smell fucking nostalgic (@ raffles hospital in singapore)  https://www.swarmapp.com/c/kuauf4jhcjvÌ¢åÊ,the smell fucking nostalgic  raffles hospital in singapore https www swarmapp comckuauf4jhcjv,
"starbucks, Singapore",starbucks,"Central Region, Singapore",,-80.120614,25.853093,574481000000000000,don't you just love the smell and feel of a new book? #mitchalbom #starbucks #singapore #starbuckssgÌ¢åÛå_  https://instagram.com/p/z9zxgybi3v/Ì¢åÊ,dont you just love the smell and feel of a new book mitchalbom starbucks singapore starbuckssg https instagram compz9zxgybi3v,
"arnolds fried chicken, Singapore",arnolds fried chicken,"Central Region, Singapore",,103.8363043,1.4299551,569012000000000000,omg. the smell is killing me! (@ arnold's fried chicken in singapore)  https://www.swarmapp.com/c/65ikpqgwlg4Ì¢åÊ,omg the smell is killing me  arnolds fried chicken in singapore https www swarmapp comc65ikpqgwlg4,
"gardens by the bay, Singapore",gardens by the bay,"Central Region, Singapore",Gardens by the Bay ,103.8636132,1.2815683,566596000000000000,daisies are beautiful but they sure don't smell nice lol Ì¢ååãÌøåüå @ gardens by the bay  http://instagram.com/p/zfyc2wfayx/Ì¢åÊ,daisies are beautiful but they sure dont smell nice lol  gardens by the bay http instagram compzfyc2wfayx,dont
"asia square tower 2, Singapore",asia square tower 2,"Central Region, Singapore",Asia Square Tower 2,103.8509025,1.2779532,564694000000000000,why does the lift lobby smell exactly like an abercrombie & fitch store? yuck. (@ asia square tower 2)  https://www.swarmapp.com/c/g0fjdneis8uÌ¢åÊ,why does the lift lobby smell exactly like an abercrombie  fitch store yuck  asia square tower 2 https www swarmapp comcg0fjdneis8u,lobby
"garden by the bay,sands, Singapore","garden by the bay,sands","Central Region, Singapore",Garden By The Bay ,103.8636132,1.2815683,564253000000000000,i can smell the happiness of my life Ì¡åÙå÷åªÌ¡åÙå÷åªÌ¡åÙå÷åª @ garden by the bay @ marina bay sands  http://instagram.com/p/y0uwcfu-b_/Ì¢åÊ,i can smell the happiness of my life  garden by the bay marina bay sands http instagram compy0uwcfu b,
"queensway shopping centre, Singapore",queensway shopping centre,"Central Region, Singapore",Queensway Shopping Centre in ,103.8036027,1.2877846,563696000000000000,second location. i love the smell of this place. (@ queensway shopping centre in singapore)  https://www.swarmapp.com/c/fbamswu5sedÌ¢åÊ,second location i love the smell of this place  queensway shopping centre in singapore https www swarmapp comcfbamswu5sed,place
"books kinokuniya, Singapore",books kinokuniya,"Central Region, Singapore",Books Kinokuniya ,103.8340751,1.3031608,562175000000000000,how can i not soak in so books smell while i have time to buy about? (@ books kinokuniya Ì¤å«åÛÌ_å_å_Ì´åÏåÜÌ´å±åÜÌ_åÝåüÌ´å¼åÑ in singapore)  https://www.swarmapp.com/c/3cqkyepd4vgÌ¢åÊ,how can i not soak in so books smell while i have time to buy about  books kinokuniya  in singapore https www swarmapp comc3cqkyepd4vg,books
"koi  sushi + izakaya, Singapore",koi  sushi + izakaya,"Central Region, Singapore",KOI ,103.8374311,1.2883571,561200000000000000,yay. smell friday! #selfie #tgif @ koi  sushi + izakaya  http://instagram.com/p/yfb-iswb2x/Ì¢åÊ,yay smell friday selfie tgif koi sushi  izakaya http instagram compyfb iswb2x,yay
"nylon coffee roasters, Singapore",nylon coffee roasters,"Central Region, Singapore",Nylon Coffee Roasters ,103.8398686,1.2768197,560974000000000000,wake up and smell the flowers... and Ì¢å÷å¥Ìøåüå. @ nylon coffee roasters  http://instagram.com/p/ydbiyojukt/Ì¢åÊ,wake up and smell the flowers and  nylon coffee roasters http instagram compydbiyojukt,
"california fitness, Singapore",california fitness,"Central Region, Singapore",California Fitness ,103.8536916,1.2990925,558792000000000000,i am back!! feels like home! the all-familiar smell of weights! (@ california fitness - @californiafitsg)  https://www.swarmapp.com/c/jsd9wp8tenrÌ¢åÊ,i am back feels like home the all familiar smell of weights  california fitness californiafitsg https www swarmapp comcjsd9wp8tenr,familiar
"ssik sin korean grill bbq buffet, Singapore",ssik sin korean grill bbq buffet,"East Region, Singapore",Ssik Sin Korean Grill BBQ Buffet Restaurant in ,103.839192,1.3005759,553508000000000000,smell good. (@ ssik sin korean grill bbq buffet restaurant in singapore)  https://www.swarmapp.com/c/5kok1mc8tebÌ¢åÊ,smell good  ssik sin korean grill bbq buffet restaurant in singapore https www swarmapp comc5kok1mc8teb,
"bar bar black sheep, Singapore",bar bar black sheep,"Central Region, Singapore",Bar Bar Black Sheep in ,103.8142865,1.3226927,551683000000000000,"like one of pavlov's canines, i am already salivating at the smell of curry. (@ bar bar black sheep in singapore)  https://www.swarmapp.com/c/efitax2igboÌ¢åÊ",like one of pavlovs canines i am already salivating at the smell of curry  bar bar black sheep in singapore https www swarmapp comcefitax2igbo,
"sentosa official, Singapore",sentosa official,"Central Region, Singapore",Sentosa ,103.8303209,1.2494041,548529000000000000,little #peacock following me around! i must smell delicious! Ì¡åÙå÷å @ sentosa (official)  http://instagram.com/p/xe_yzxeanq/Ì¢åÊ,little peacock following me around i must smell delicious  sentosa official http instagram compxeyzxeanq,
"mitraa inn backpackers hostel, Singapore",mitraa inn backpackers hostel,"Central Region, Singapore",Mitraa Inn ,103.8577778,1.315,547969000000000000,i smell india... (@ mitraa inn (backpackers hostel) in singapore)  https://www.swarmapp.com/c/hx0syw8qbhhÌ¢åÊ,i smell india  mitraa inn backpackers hostel in singapore https www swarmapp comchx0syw8qbhh,
"the merlion, Singapore",the merlion,Singapore,The Merlion in ,103.8545014,1.2867892,546301000000000000,the smell of christmas Ì¡åÙå_åÉ (@ the merlion in singapore)  https://www.swarmapp.com/c/20ccblyjumaÌ¢åÊ,the smell of christmas   the merlion in singapore https www swarmapp comc20ccblyjuma,
"swensen's causeway point, Singapore",swensen's causeway point,"North Region, Singapore",,103.7857485,1.4356498,545192000000000000,"if you smell, what ""the rock"" is cookin. Ì¡åÙå÷å_ #nameoftheicecream @ swensen's causeway point  http://instagram.com/p/wtsd43mzaz/Ì¢åÊ",if you smell what the rock is cookin  nameoftheicecream swensens causeway point http instagram compwtsd43mzaz,
"holiday inn singapore atrium, Singapore",holiday inn singapore atrium,"Central Region, Singapore",Holiday Inn Singapore Atrium ,103.8342013,1.2890076,544154000000000000,the limited edition scents smell so good Ì¡åÙå÷åÌ¡åÙå÷åÌ¡åÙå÷åÌ¡åÙå÷åÌ¡åÙå÷å @ holiday inn singapore atrium  http://instagram.com/p/wl6y3vbgm3/Ì¢åÊ,the limited edition scents smell so good  holiday inn singapore atrium http instagram compwl6y3vbgm3,scents
"ite college central, Singapore",ite college central,"North-East Region, Singapore",ITE College Central ,103.856563,1.3774718,543195000000000000,oh yeahhhh. i smell the holidays Ì¡åÙå÷åâ (@ ite college central - @itespore in singapore)  https://www.swarmapp.com/c/24jyzu03oc6Ì¢åÊ,oh yeahhhh i smell the holidays   ite college central itespore in singapore https www swarmapp comc24jyzu03oc6,
"lush cosmetics, Singapore",lush cosmetics,"Central Region, Singapore",Lush Cosmetics in ,103.8390821,1.300769,541867000000000000,getting my sense of smell all confused (@ lush cosmetics in singapore)  https://www.swarmapp.com/c/aghkib47ztkÌ¢åÊ,getting my sense of smell all confused  lush cosmetics in singapore https www swarmapp comcaghkib47ztk,
"eastpoint mall, Singapore",eastpoint mall,"East Region, Singapore",Eastpoint Mall in ,103.9530415,1.3427145,539727000000000000,new mall with a heavy paint smell (@ eastpoint mall in singapore)  https://www.swarmapp.com/c/3rmwgimzeo8Ì¢åÊ,new mall with a heavy paint smell  eastpoint mall in singapore https www swarmapp comc3rmwgimzeo8,paint
"kraze burgers, Singapore",kraze burgers,"Central Region, Singapore",Kraze Burgers ,103.8596699,1.2846149,538605000000000000,saturdate with greeneries Ì¡åÙå÷å and we can smell christmas everywhere! Ì¡åÙå_åãÌ¡åÙå_åäÌ¡åÙå_å_Ì¡åÙå_åÉ @ kraze burgers  http://instagram.com/p/v-feb7hqeh/Ì¢åÊ,saturdate with greeneries  and we can smell christmas everywhere  kraze burgers http instagram compv feb7hqeh,
"vivocity, Singapore",vivocity,"Central Region, Singapore",VivoCity in ,103.8222071,1.2644032,532381000000000000,i smell christmas... Ì¡åÙå÷åÄ (@ vivocity in singapore)  https://www.swarmapp.com/c/a8cbyq23sz3Ì¢åÊ,i smell christmas   vivocity in singapore https www swarmapp comca8cbyq23sz3,
"starbucks, Singapore",starbucks,"North Region, Singapore",,-80.120614,25.853093,522257000000000000,starbucks coffee's smell .... auhmmm Ì¡åÙå÷å_Ì¡åÙå÷å_,starbucks coffees smell auhmmm ,coffees
"robinsons orchard, Singapore",robinsons orchard,"Central Region, Singapore",Robinsons Orchard in ,103.8373912,1.3022958,517214000000000000,it always smell amazing (@ robinsons orchard in singapore)  https://www.swarmapp.com/c/8qj4hzt03ykÌ¢åÊ,it always smell amazing  robinsons orchard in singapore https www swarmapp comc8qj4hzt03yk,
"macdonalds bukit,panjang, Singapore","macdonalds bukit,panjang","West Region, Singapore",Macdonalds ,103.7627483,1.3782791,515993000000000000,we smell like.... Ì¡åÙåÕå´ @ macdonalds @ bukit panjang plaza  http://instagram.com/p/td0hr1lm16/Ì¢åÊ,we smell like  macdonalds bukit panjang plaza http instagram comptd0hr1lm16,
"marina bay, Singapore",marina bay,"Central Region, Singapore",,103.8665551,1.2877936,512834000000000000,heaps of motor heads and crew from all over in suntec / marina bay today for the f1. you can almost smell the petrol! #f1 #singaporegp,heaps of motor heads and crew from all over in suntec  marina bay today for the f1 you can almost smell the petrol f1 singaporegp,
"orchard road, Singapore",orchard road,"Central Region, Singapore",Orchard Road in ,103.8380766,1.301674,509650000000000000,ahhh the smell of a proper mall Ì¡åÙå÷å_ (@ orchard road in singapore)  https://www.swarmapp.com/pamtan7/checkin/54102857498e7afde066365f?s=eclskxtscic3fmmvg0vt7rx5q7y&ref=twÌ¢åÊÌ¢åÛå_,ahhh the smell of a proper mall   orchard road in singapore https www swarmapp compamtan7checkin54102857498e7afde066365f s eclskxtscic3fmmvg0vt7rx5q7yref tw,proper
"temasek polytechnic, Singapore",temasek polytechnic,"East Region, Singapore",Temasek Polytechnic ,103.9318122,1.3451847,507142000000000000,*inhales* what do you smell? freeeedooooooooooom Ì¡åÙååÄ @ temasek polytechnic  http://instagram.com/p/se7d8ahhuz/Ì¢åÊ,inhales what do you smell freeeedooooooooooom  temasek polytechnic http instagram compse7d8ahhuz,
"one olive, Singapore",one olive,"Central Region, Singapore",One Olive in ,103.8329642,1.284367,506012000000000000,refreshing smell. (@ one olive in singapore)  https://www.swarmapp.com/shaiyd/checkin/5402eb8e498ea03c81edaa2e?s=chupmsiwz1ei3-yrpf7njvmvzza&ref=twÌ¢åÊÌ¢åÛå_,refreshing smell  one olive in singapore https www swarmapp comshaiydcheckin5402eb8e498ea03c81edaa2e s chupmsiwz1ei3 yrpf7njvmvzzaref tw,refreshing
"hilton, Singapore",hilton,"Central Region, Singapore",Hilton Singapore ,103.82942,1.305891,503072000000000000,smell of japan.... (@ hilton singapore - @hiltonhotels in singapore)  https://www.swarmapp.com/sylistic/checkin/53f8399f11d26f39681ca0ca?s=xsunk1exsj0krtvu43hzc1uokre&ref=twÌ¢åÊÌ¢åÛå_,smell of japan  hilton singapore hiltonhotels in singapore https www swarmapp comsylisticcheckin53f8399f11d26f39681ca0ca s xsunk1exsj0krtvu43hzc1uokreref tw,
"abercrombie & fitch, Singapore",abercrombie & fitch,"Central Region, Singapore",Abercrombie ,103.8361852,1.3029833,502783000000000000,"you can smell the 'fierce' from across the street!! @ abercrombie & fitch, singapore  http://instagram.com/p/r_9hmmnxq1/Ì¢åÊ",you can smell the fierce from across the street abercrombie  fitch singapore http instagram compr9hmmnxq1,
"sentosa beach, Singapore",sentosa beach,"Central Region, Singapore",Sentosa ,103.8225374,1.2482777,497001000000000000,"life is full of beauty. notice it. smell the rain, and feel the wind Ì¡åÙåÎå¼Ì¢å÷åÓÌ¡åÙåÕå¥ @ sentosa beach, singapore  http://instagram.com/p/rw347rr00x/Ì¢åÊ",life is full of beauty notice it smell the rain and feel the wind  sentosa beach singapore http instagram comprw347rr00x,it
"ah hung d24 sultan durian, Singapore",ah hung d24 sultan durian,"Central Region, Singapore",Ah Hung ,103.8773086,1.3141859,495621000000000000,hands gonna smell for the next few days (@ ah hung d24 sultan durian in singapore)  https://www.swarmapp.com/eugeneyap/checkin/53dd1ee3498ea3bb5e500a58?s=qljejlbb3_kdumhkpr4o0tzttq8&ref=twÌ¢åÊÌ¢åÛå_ pic.twitter.com/h5c5kikohp,hands gonna smell for the next few days  ah hung d24 sultan durian in singapore https www swarmapp comeugeneyapcheckin53dd1ee3498ea3bb5e500a58 s qljejlbb3kdumhkpr4o0tzttq8ref tw pic twitter comh5c5kikohp,
"the line, Singapore",the line,"Central Region, Singapore",The Line in ,103.8267875,1.3111934,495013000000000000,the breakfast smell sooooooo good (@ the line in singapore)  http://4sq.com/1qosvkwÌ¢åÊ,the breakfast smell sooooooo good  the line in singapore http 4sq com1qosvkw,breakfast
"scape, Singapore",scape,"Central Region, Singapore",SCAPE ,103.8357637,1.3009437,494149000000000000,"singapore, put your hands in the air if you want to smell armpits! Ì¡åÙå÷åá #bombaybicycleclub @ scape  http://instagram.com/p/rcm9n5rvxi/Ì¢åÊ",singapore put your hands in the air if you want to smell armpits  bombaybicycleclub scape http instagram comprcm9n5rvxi,
"blk 305 shunfu road, Singapore",blk 305 shunfu road,"Central Region, Singapore",Blk 305,103.8389111,1.3502707,493663000000000000,the smell of dried fish Ì¡åÙååÙÌ¡åÙååÊÌ¡åÙååÙÌ¡åÙååÊ @ blk 305 shunfu road ( home sweet home )  http://instagram.com/p/q_jmfaon3x/Ì¢åÊ,the smell of dried fish  blk 305 shunfu road  home sweet home  http instagram compqjmfaon3x,fish
"sushi express, Singapore",sushi express,"West Region, Singapore",,103.8384727,1.3009665,491136000000000000,just the flames and smell is enough to make my stomach growl. Ì¡åÙå÷åÜÌ¡åÙå÷åÜÌ¡åÙå÷åÜÌ¡åÙå÷åÜ #sushiexpress #instavideo #grilledÌ¢åÛå_  http://instagram.com/p/qtmoqunwf1/Ì¢åÊ,just the flames and smell is enough to make my stomach growl  sushiexpress instavideo grilled http instagram compqtmoqunwf1,
"summer garden gym, Singapore",summer garden gym,"East Region, Singapore",Summer Garden ,103.7427835,1.3343784,488314000000000000,a love hate relationship with the rubber smell. (@ summer garden gym)  http://4sq.com/1kkyf8qÌ¢åÊ,a love hate relationship with the rubber smell  summer garden gym http 4sq com1kkyf8q,rubber
"singapore botanic gardens, Singapore",singapore botanic gardens,"Central Region, Singapore",Singapore Botanic ,103.8159136,1.3138397,487765000000000000,back after a few weeks. i love the smell of palm in the morning (@ singapore botanic gardens)  http://4sq.com/1kfwa99Ì¢åÊ,back after a few weeks i love the smell of palm in the morning  singapore botanic gardens http 4sq com1kfwa99,
"one north, Singapore",one north,"Central Region, Singapore",,103.7875947,1.2998113,481597000000000000,one-north mrt is the best smelling mrt station in singapore. every moment there will be freshly oven baked bread smell throughout the stn.,one north mrt is the best smelling mrt station in singapore every moment there will be freshly oven baked bread smell throughout the stn ,best
"queenstown stadium, Singapore",queenstown stadium,"Central Region, Singapore",Queenstown Stadium ,103.8024525,1.2958256,480163000000000000,loving the smell of the #track on a hot sunny morning. Ì¢å÷åÛÌøåüåÌ¡åÙå÷åÉÌ¡åÙååÄ @ queenstown stadium  http://instagram.com/p/pfo6esawkz/Ì¢åÊ,loving the smell of the track on a hot sunny morning  queenstown stadium http instagram comppfo6esawkz,on
"books kinokuniya, Singapore",books kinokuniya,"Central Region, Singapore",Books Kinokuniya ,103.8340751,1.3031608,479856000000000000,ah. the smell of the books! Ì¡åÙåÒå_Ì¡åÙåÒåÐ (@ books kinokuniya Ì¤å«åÛÌ_å_å_Ì´åÏåÜÌ´å±åÜÌ_åÝåüÌ´å¼åÑ)  http://4sq.com/1loqe5zÌ¢åÊ,ah the smell of the books   books kinokuniya  http 4sq com1loqe5z,books
"abc brickworks market, Singapore",abc brickworks market,"Central Region, Singapore",ABC Brickworks Market ,103.8081551,1.2869047,479591000000000000,here for dinner... i can smell weekends coming!! (@ abc brickworks market & food centre)  http://4sq.com/1vxkgawÌ¢åÊ,here for dinner i can smell weekends coming  abc brickworks market  food centre http 4sq com1vxkgaw,
"changi clinic, Singapore",changi clinic,"Central Region, Singapore",Changi ,103.9015261,1.3171902,479516000000000000,love the smell of clinics (@ changi clinic)  http://4sq.com/1lbrl8fÌ¢åÊ,love the smell of clinics  changi clinic http 4sq com1lbrl8f,
"riders cafe, Singapore",riders cafe,"Central Region, Singapore",Riders Cafe ,103.7972553,1.3429836,479097000000000000,the smell last warning @ riders cafe  http://instagram.com/p/pxp84rna1n/Ì¢åÊ,the smell last warning riders cafe http instagram comppxp84rna1n,
"sentosa beach, Singapore",sentosa beach,"Central Region, Singapore",Sentosa Beach ,103.8225374,1.2482777,477682000000000000,ocean smell (@ sentosa beach w/ 4 others)  http://4sq.com/1lvhuldÌ¢åÊ,ocean smell  sentosa beach w 4 others http 4sq com1lvhuld,ocean
"ngee ann polytechnic, Singapore",ngee ann polytechnic,"Central Region, Singapore",Ngee Ann Polytechnic ,103.7743581,1.332064,477229000000000000,i smell freedom ~ @ ngee ann polytechnic  http://instagram.com/p/pkytb6qoit/Ì¢åÊ,i smell freedom  ngee ann polytechnic http instagram comppkytb6qoit,
"dessert bowl, Singapore",dessert bowl,"North-East Region, Singapore",,103.8650264,1.3642551,476348000000000000,nice ambience dessert shop... but urgh the durian smell. @ Ì_åüåÛÌ¤å¢åÑÌ¤åÓåÏÌ´åÒå dessert bowl  http://instagram.com/p/pehtabodyw/Ì¢åÊ,nice ambience dessert shop but urgh the durian smell  dessert bowl http instagram comppehtabodyw,durian
"latte art latteart coffee, Singapore",latte art latteart coffee,"Central Region, Singapore",,103.9873666,1.3894362,475249000000000000,the smell of freshly made coffee is one of the best inventions Ì¢å÷å¥ #latte #art #latteart #coffeeÌ¢åÛå_  http://instagram.com/p/o8ur0faexk/Ì¢åÊ,the smell of freshly made coffee is one of the best inventions  latte art latteart coffee http instagram compo8ur0faexk,made
"starbucks, Singapore",starbucks,"Central Region, Singapore",Starbucks Singapore ,-80.120614,25.853093,475117000000000000,"smell of love #sandiwizinsg
#singapore #travel #sightseeing @ starbucks singapore  http://instagram.com/p/o7youryf1r/Ì¢åÊ","smell of love sandiwizinsg
 singapore travel sightseeing starbucks singapore http instagram compo7youryf1r",
"chomp chomp food centre, Singapore",chomp chomp food centre,"North-East Region, Singapore",Chomp Chomp Food Centre ,103.8666004,1.3642285,470232000000000000,Ì¡åÙå÷åÜ but i smell like chomp chomp now. Ì¡åÙå÷å© @ chomp chomp food centre  http://instagram.com/p/oyqrg9pvcc/Ì¢åÊ, but i smell like chomp chomp now  chomp chomp food centre http instagram compoyqrg9pvcc,
"yomenya goemon, Singapore",yomenya goemon,"Central Region, Singapore",Yomenya ,103.7881197,1.3070588,469702000000000000,zero sense of smell & taste (@ yomenya goemon)  http://4sq.com/1nxyggiÌ¢åÊ,zero sense of smell  taste  yomenya goemon http 4sq com1nxyggi,
"changi international airport, Singapore",changi international airport,"East Region, Singapore",Changi International Airport ,103.9915308,1.3644202,467807000000000000,oh how i love the smell (@ changi international airport (sin) w/ 88 others)  http://4sq.com/1vldqgbÌ¢åÊ,oh how i love the smell  changi international airport sin w 88 others http 4sq com1vldqgb,
"moojaa mookata thai bbq steamboat, Singapore",moojaa mookata thai bbq steamboat,"Central Region, Singapore",,103.8829315,1.3320005,466133000000000000,"yup i'm here today and ready to smell like bbq pork (@ moojaa, mookata thai bbq steamboat)  http://4sq.com/1som4qnÌ¢åÊ",yup im here today and ready to smell like bbq pork  moojaa mookata thai bbq steamboat http 4sq com1som4qn,
"tuas south incineration plant, Singapore",tuas south incineration plant,"West Region, Singapore",Tuas South Incineration ,103.620613,1.295913,464595000000000000,the smell of rubbish!!! (@ tuas south incineration plant)  http://4sq.com/1g1uwlnÌ¢åÊ,the smell of rubbish  tuas south incineration plant http 4sq com1g1uwln,
"speakers corner, Singapore",speakers corner,"Central Region, Singapore",,103.8463344,1.286575,460930000000000000,smell of the morning glass Ì¡åÙå÷å_Ì¡åÙå÷åÛÌ¡åÙå÷å @ speakers' corner @ hong lim park  http://instagram.com/p/nwkvdvb55j/Ì¢åÊ,smell of the morning glass  speakers corner hong lim park http instagram compnwkvdvb55j,morning
"compass point, Singapore",compass point,"North-East Region, Singapore",,103.8954118,1.3924343,454527000000000000,compass point is the same as ever..smell of rats everywhere around the building,compass point is the same as ever smell of rats everywhere around the building,everywhere  ever
"mandai crematorium & columbarium, Singapore",mandai crematorium & columbarium,"North Region, Singapore",Mandai Crematorium ,103.809082,1.415211,450106000000000000,omg. that smell ... (@ mandai crematorium & columbarium w/ 18 others)  http://4sq.com/1jlwyoxÌ¢åÊ,omg that smell  mandai crematorium  columbarium w 18 others http 4sq com1jlwyox,
"smitten coffee & tea bar, Singapore",smitten coffee & tea bar,,Smitten Coffee ,103.8932527,1.3568504,351161000000000000,the smell of roasted beans is so wonderful! #heaven #blessed @ smitten coffee & tea bar  http://instagram.com/p/bknsirojt6/Ì¢åÊ,the smell of roasted beans is so wonderful heaven blessed smitten coffee  tea bar http instagram compbknsirojt6,beans
"parc emily condo, Singapore",parc emily condo,,Parc Emily ,103.848768,1.3043618,84197500000000000,refresh time!! (: goodbye brownie smell!! hehe (@ parc emily condo)  http://4sq.com/kgysef,refresh time  goodbye brownie smell hehe  parc emily condo http 4sq comkgysef,brownie
"imm building, Singapore",imm building,,IMM Building ,103.745952,1.334379,83755800000000000,i smell delicious subway! (@ imm building w/ 7 others)  http://4sq.com/l9imyk,i smell delicious subway  imm building w 7 others http 4sq coml9imyk,
"icon village, Singapore",icon village,,Icon ,103.8441072,1.2754224,83126900000000000,redeem coupon at chocolate & gelato shoppe. loving the smell of cocoa! (@ icon village) [pic]:  http://4sq.com/iiidnr,redeem coupon at chocolate  gelato shoppe loving the smell of cocoa  icon village pic http 4sq comiiidnr,
"nus central library, Singapore",nus central library,,NUS Central ,103.773744,1.2966656,82759100000000000,love the library smell. my lil secret fetish. haha (@ nus central library)  http://4sq.com/inan2s,love the library smell my lil secret fetish haha  nus central library http 4sq cominan2s,library
"changi airport, Singapore",changi airport,,Changi airport ,103.9915308,1.3644202,79532200000000000,i can smell changi again after 2 years (@ changi airport t3 departure hall)  http://4sq.com/mrzewe,i can smell changi again after 2 years  changi airport t3 departure hall http 4sq commrzewe,
"jurong regional library, Singapore",jurong regional library,,Jurong Regional Library ,103.7395324,1.3328038,77982100000000000,that annoying smell hasn't changed. nostalgic tho~ (@ jurong regional library w/ 6 others)  http://4sq.com/iinkf6,that annoying smell hasnt changed nostalgic tho  jurong regional library w 6 others http 4sq comiinkf6,annoying
"23 woodlands industrial park e1, Singapore",23 woodlands industrial park e1,,23,103.7969487,1.4545622,76095000000000000,strong smell of edringer only (@ 23 woodlands industrial park e1)  http://4sq.com/mslzcc,strong smell of edringer only  23 woodlands industrial park e1 http 4sq commslzcc,edringer  strong
"bus 139, Singapore",bus 139,,Bus 139,103.8118121,1.290892,74833600000000000,"smell tok kong sio, tarek deep depp only (@ bus 139)  http://4sq.com/k2zuqj",smell tok kong sio tarek deep depp only  bus 139 http 4sq comk2zuqj,
"hougang kopitiam,blk, Singapore","hougang kopitiam,blk",,Hougang Kopitiam Blk 401,103.8970295,1.3748431,74735300000000000,miss the food here. sighhh. n love the smell of hougang air (@ hougang kopitiam blk 401)  http://4sq.com/iggkc1,miss the food here sighhh n love the smell of hougang air  hougang kopitiam blk 401 http 4sq comiggkc1,
"singapore expo hall 6b, Singapore",singapore expo hall 6b,,Singapore Expo Hall 6,103.959537,1.3335251,74420100000000000,i smell like a fish now after i have some walk at food expo! == (@ singapore expo hall 6b)  http://4sq.com/loeexx,i smell like a fish now after i have some walk at food expo  singapore expo hall 6b http 4sq comloeexx,fish
"starbucks, Singapore",starbucks,,,-80.120614,25.853093,72880400000000000,waiting4 cell member... amidst the heavenly smell of coffee. mmmm... (: (@ starbucks)  http://4sq.com/j3ywvy,waiting4 cell member amidst the heavenly smell of coffee mmmm   starbucks http 4sq comj3ywvy,heavenly
"health matters, Singapore",health matters,,Health Matters ,103.9548504,1.3765137,72508900000000000,"dear doc, i'm losing my voice, sense of taste and smell. :(  @ health matters  http://instagr.am/p/em1wd/",dear doc im losing my voice sense of taste and smell  health matters http instagr ampem1wd,
"ms fabulouss crib, Singapore",ms fabulouss crib,,Ms ,-121.9219774,36.5540403,72506600000000000,i smell laksa goreng. yay! aunt's cooking. (@ ms fabulous's crib ||. [:)  http://4sq.com/lk0vpw,i smell laksa goreng yay aunts cooking  ms fabulouss crib    http 4sq comlk0vpw,
"yishun northpoint, Singapore",yishun northpoint,,Yishun ,103.8364152,1.4279686,71103500000000000,i like the smell <3 (@ yishun northpoint)  http://4sq.com/mngnkp,i like the smell 3  yishun northpoint http 4sq commngnkp,
"rendang, Singapore",rendang,,,103.8438018,1.2788824,71048900000000000,i smell rendang!!!!! gosh tats it im getting out of bed!!^^ rendang here i come!!!!!,i smell rendang gosh tats it im getting out of bed  rendang here i come ,
"pasir ris mrt station, Singapore",pasir ris mrt station,,Pasir Ris MRT Station ,103.9493534,1.3731912,70120200000000000,"oh,the smell! (@ pasir ris mrt station (ew1) w/ 5 others)  http://4sq.com/lqc45v",oh the smell  pasir ris mrt station ew1 w 5 others http 4sq comlqc45v,
"causeway point food court, Singapore",causeway point food court,,Causeway ,103.7863664,1.4359841,69288400000000000,"i smell carrot cake!! :o (@ causeway point, food court)  http://4sq.com/mfu5cw",i smell carrot cake o  causeway point food court http 4sq commfu5cw,
"henderson industrial park, Singapore",henderson industrial park,,Henderson Industrial ,103.8202476,1.2806286,68825700000000000,ahhh i smell the weekend... (@ henderson industrial park)  http://4sq.com/mfsr3a,ahhh i smell the weekend  henderson industrial park http 4sq commfsr3a,
"starbucks, Singapore",starbucks,,,-80.120614,25.853093,66396400000000000,the smell of starbucks (@ starbucks)  http://4sq.com/ikwzbt,the smell of starbucks  starbucks http 4sq comikwzbt,
"highland centre, Singapore",highland centre,,Highland ,103.877022,1.355167,65573400000000000,funky smell along the corridors this morning.. (@ highland centre)  http://4sq.com/mqtibb,funky smell along the corridors this morning  highland centre http 4sq commqtibb,funky
"city link mall, Singapore",city link mall,,City Link Mall ,103.8551998,1.2913085,64994300000000000,wohooo i can smell caramel popcorn!!!! (@ city link mall @ city hall w/ 4 others)  http://4sq.com/jy2ddw,wohooo i can smell caramel popcorn  city link mall city hall w 4 others http 4sq comjy2ddw,
"downtown east blk a, Singapore",downtown east blk a,,Downtown East Blk ,103.9546233,1.3776279,64328500000000000,i stink la. all my perfume smell is covered by bbq smell (@ downtown east blk a)  http://4sq.com/juok7a,i stink la all my perfume smell is covered by bbq smell  downtown east blk a http 4sq comjuok7a,perfume
